Feature,TargetFeature,SHAPValue,LogSHAPValue
KMT2D,ELL,0.0165822164879087,-4.099424453776379
SRRM2,ELL,0.0020276900697021,-6.200858030522902
PRRC2A,ELL,0.0102476385591018,-4.580707984418174
MDC1,ELL,0.0063428659573746,-5.060424568924061
TJP1,ELL,0.0143778517183782,-4.242066331564596
IRS2,ELL,0.035975008487302,-3.3249307902865097
TCOF1,MIDEAS,0.0145852759490399,-4.227742755783848
KMT2D,MIDEAS,0.0095854876657265,-4.647505025768703
CLASP1,MIDEAS,0.0058257974054284,-5.145459395263675
PLEKHA6,MIDEAS,0.0055556573978528,-5.192938519444729
IRS2,MIDEAS,0.0061336034476196,-5.0939728636322945
NUMA1,MIDEAS,0.0151373020576091,-4.190593246481793
MAP1S,MIDEAS,0.0117166499842677,-4.446744373212422
NCL,MIDEAS,0.1070374166689569,-2.2345768171520786
USP24,MIDEAS,0.0268581305332076,-3.6171866907110677
MDC1,HJURP,0.0153133020025922,-4.179033416369259
KMT2D,HJURP,0.0328580423736099,-3.41555874290086
PLEKHA6,HJURP,0.022309026237196,-3.802763918411093
ATXN2L,HJURP,0.0185075719003032,-3.989575338726662
NCOR2,HJURP,0.0124040931310717,-4.389728769623805
FARP1,HJURP,0.007262248584133,-4.9250657757671235
BAG3,HJURP,0.004365884012071,-5.433934587384322
ABLIM1,HJURP,0.0197845392685381,-3.9228544913232426
RIF1,HJURP,0.0052988539819464,-5.2402647116265335
PHRF1,HJURP,0.0112898132154245,-4.483854445206804
RASAL3,FLNC,0.0027346694615304,-5.901744705428055
WASHC2A,FLNC,0.0101275899849806,-4.5924918977152895
EIF4B,FLNC,0.0032212150661587,-5.7379966408656005
BAG3,FLNC,0.0061453060738649,-5.092066728601633
CHGB,FLNC,0.0013436907734998,-6.612335142594689
PARN,FLNC,0.0029179317882708,-5.836880205347094
NCL,FLNC,0.0039019354613613,-5.5462825768049075
SYNPO,FLNC,0.0409829433447484,-3.1945993148182317
XIRP1,FLNC,0.0193982509198924,-3.9425723757458337
LMO7,MYO9A,0.0044300396708998,-5.419346739908801
TCOF1,MYO9A,0.0066491246356797,-5.013270066711231
AHNAK2,MYO9A,0.0142865641905129,-4.2484357504831145
SRRM2,MYO9A,0.0052677901991015,-5.246144321425386
KMT2D,MYO9A,0.0383420282777092,-3.261208640371923
CLASP1,MYO9A,0.0054349480396132,-5.214905318783423
PLEC,MYO9A,0.0045090945424815,-5.401658912257682
NEB,BAZ1A,0.0063644169044956,-5.057032660832095
BRD8,BAZ1A,0.0197406075000445,-3.9250774703721025
TBX2,BAZ1A,0.0026045167588814,-5.950508126212899
ABLIM1,BAZ1A,0.025938378521096,-3.652031610871961
HRC,BAZ1A,0.0015862604164765,-6.446375972226583
TCOF1,OTUD5,0.0049802614495828,-5.302272889407423
MDC1,OTUD5,0.0046791089786358,-5.364647576359287
KMT2D,OTUD5,0.0159848079504166,-4.136116510904933
BAG3,OTUD5,0.0058961645071785,-5.13345322299545
NUMA1,OTUD5,0.0428138451025451,-3.150893744999634
NIPBL,OTUD5,0.0102021410068554,-4.585157678085505
ABLIM1,OTUD5,0.0047462972999707,-5.350390480711649
MAP1S,OTUD5,0.0196464366349353,-3.9298592988448395
NCL,OTUD5,0.0264958038824006,-3.6307689025880596
NCOR1,BRF1,0.0148261816777601,-4.211360628825649
DPYSL2,BRF1,0.0049851286440378,-5.301296069675072
ADAR,BRF1,0.0069834867344808,-4.964206954771939
CLASP1,BRF1,0.0096309275948896,-4.6427757343540454
PRRC2A,BRF1,0.00361346026678,-5.623089443073105
KMT2D,BRF1,0.0222055203078921,-3.8074143584976405
AKAP9,BRF1,0.0029010721836423,-5.842674891821407
NUMA1,BRF1,0.0115283067076748,-4.46294981518474
GPATCH8,BRF1,0.0063012890688448,-5.067001052412911
NEB,BCR,0.0054006717194663,-5.221231940654254
TTN,BCR,0.0015884451899236,-6.444999609147378
COBL,BCR,0.0018440991871338,-6.295764366176205
FAM83B,BCR,0.0013932565879748,-6.576111403031424
CAST,BCR,0.0201101977371112,-3.906528242470622
NACA,BCR,0.0017543461789088,-6.34565903910773
DMD,BCR,0.0062010626175065,-5.083034611696262
ARPP19,BCR,0.001435648884115,-6.546138347922687
ARHGAP32,BCR,0.0089955470454017,-4.711025596819479
HUWE1,LPIN1,0.0027105128728395,-5.910617410026127
SRRM2,LPIN1,0.0050946245447726,-5.279569305940795
PLEC,LPIN1,0.0544527641049384,-2.9104216667972516
NCOR2,LPIN1,0.0199491726725951,-3.9145676065515294
AKAP9,LPIN1,0.0112045569575625,-4.491434712219797
LARP1,LPIN1,0.0237688461875225,-3.739379539489792
CDC42BPA,LPIN1,0.0083132314061472,-4.789906888161506
NUMA1,LPIN1,0.0035083322827768,-5.652614487527889
NHSL3,LPIN1,0.0036867174636108,-5.603018793094707
ABLIM1,LPIN1,0.0025482466404394,-5.9723497482961365
TTN,SRSF8,0.0024166939030491,-6.025354828619958
SPEG,SRSF8,0.0125674308701691,-4.376646663095458
DMD,SRSF8,0.0013947052992342,-6.575072141055542
ABLIM1,SRSF8,0.0264990075876927,-3.6306479962122413
HUWE1,SRSF8,0.008925055545135,-4.718892727791262
CAST,SRSF8,0.0155412436955629,-4.1642579053555115
FAM83B,SRSF8,0.0008894881476013,-7.024864375734906
HSPA8,ZNF445,0.0008984517208146,-7.0148375862788255
AHNAK2,ZNF445,0.0014894612582591,-6.509340796045743
NEB,ZNF445,0.0033078454236536,-5.711458230949482
ATG9A,ZNF445,0.0037589089304932,-5.583626541750453
NCOR1,ZNF445,0.0094092181672611,-4.6660654141436275
SPEN,ZNF445,0.0112037297876286,-4.491508539366306
GPATCH8,ZNF445,0.0011464223774949,-6.771109161844153
CBX3,ZNF445,0.0011768945496757,-6.74487604717669
NCOR2,ZNF445,0.0003790528571758,-7.877834897762366
PRR5L,ZNF445,0.001384372007516,-6.582508666346834
LMO7,SORBS1,0.0186764485549038,-3.980491984443737
AHNAK2,SORBS1,0.003216623935655,-5.7394229366399205
LRRFIP2,SORBS1,0.004373221694573,-5.432255311615691
TJP1,SORBS1,0.0609982168367449,-2.7969106474206042
RIF1,SORBS1,0.0030807978396456,-5.782566676695449
POLR2A,SORBS1,0.0043596480983713,-5.435363936261262
RASAL2,SORBS1,0.0037778698646446,-5.578594956063948
ABLIM1,SORBS1,0.0082908633461033,-4.792601172181054
WASHC2A,SORBS1,0.0044927977423451,-5.40527966607806
LMO7,WDR11,0.0102688590128428,-4.578639360255223
LRRFIP2,WDR11,0.0168140045486693,-4.085543135740384
PLEKHA6,WDR11,0.0395500110586033,-3.2301893051578103
TJP1,WDR11,0.0644457292997952,-2.7419318155660237
PCBP1,WDR11,0.0056191861656455,-5.181568435945937
USP10,WDR11,0.0239857458067975,-3.730295549794113
